lat,lon
37.5817565808027,-77.91196346236669
37.568265351239226,-77.77815601311353
37.5546687143401,-77.64438228922909
37.54096669306679,-77.51064253835733
37.52715931057811,-77.37693700775185
37.51324659023046,-77.24326594427323
37.68778602476153,-77.89498924139295
37.674287394727855,-77.76105174079888
37.660683295469155,-77.62714806507061
37.64697374986555,-77.49327846254832
37.633158780994,-77.35944318118031
37.61923841212863,-77.22564246852008
37.60521266674115,-77.09187657172382
37.59108156850133,-76.958145737548
37.57684514127718,-76.8244502123471
37.562503409135665,-76.69079024207032
37.548056396342915,-76.55716607225992
37.533504127364694,-76.42357794804855
37.51884662686679,-76.2900261141562
37.50408391971555,-76.15651081488868
37.793767007332804,-77.87798144421883
37.780261011818105,-77.74391364355367
37.76664948545111,-77.60987976764062
37.7529324510304,-77.47588006551928
37.73910993155071,-77.34191478583492
37.725181950203506,-77.20798417683619
37.711148530377216,-77.07408848637289
37.69700969565784,-76.94022796189276
37.682765469829086,-76.80640285043944
37.668415876872984,-76.67261339865
37.65396094097029,-76.53885985275191
37.63940068650084,-76.40514245856144
37.62473513804388,-76.27146146148
37.609964320378815,-76.13781710649285
37.59508825848523,-76.0042096381657
37.580106977543494,-75.87063930064325
37.5650205029354,-75.73710633764553
37.549828860244126,-75.60361099246654
37.53453207525514,-75.47015350797143
37.51913017395632,-75.33673412659367
37.50362318253853,-75.20335309033386
37.91310684875051,-77.99517209672202
37.89969913753282,-77.86093997165865
37.88618581157681,-77.72674162149089
37.87256689340377,-77.5925772963534
37.85884240573045,-77.4584472459871
37.845012371469124,-77.32435171973714
37.83107681372819,-77.19029096655012
37.81703575581253,-77.05626523497139
37.80288922122398,-76.92227477314275
37.78863723366163,-76.78831982879989
37.774279817022304,-76.65440064926953
37.759816995400946,-76.5205174814675
37.745248793091164,-76.38667057189568
37.73057523458537,-76.25286016663959
37.71579634457556,-76.11908651136648
37.70091214795347,-75.98534985132214
37.68592266981108,-75.85165043132858
37.67082793544112,-75.71798849578217
37.65562797033742,-75.58436428865049
37.64032280019537,-75.45077805347017
37.62491245091236,-75.31723003334481
37.60939694858823,-75.18372047094189
37.593776319525645,-75.0502496084911
37.578050590230724,-74.91681768778149
37.562219787413234,-74.78342495015944
37.54628393798719,-74.65007163652577
37.53024306907137,-74.51675798733417
37.51409720798957,-74.38348424258838
38.01899697036237,-77.9782277488035
38.005582024812895,-77.84386472413755
37.992061403505126,-77.70953557433248
37.97843512887872,-77.5752405502289
37.96470322356816,-77.44097990227216
37.95086571040291,-77.30675388050973
37.93692261240799,-77.17256273458848
37.92287395280449,-77.03840671375204
37.90871975500967,-76.90428606683898
37.89446004263769,-76.7702010422792
37.8800948394998,-76.63615188809187
37.86562416960489,-76.50213885188352
37.85104805715989,-76.3681621808442
37.83636652657011,-76.23422212174619
37.82157960243975,-76.1003189209409
37.80668730957239,-75.96645282435644
37.7916896729712,-75.83262407749552
37.77658671783962,-75.69883292543224
37.761378469581615,-75.56507961281069
37.74606495380227,-75.4313643838416
37.730646196308065,-75.29768748230036
37.71512222310741,-75.16404915152448
37.69949306041115,-75.03044963441134
37.68375873463284,-74.89688917341566
37.667919272389355,-74.76336801054724
37.651974700501285,-74.62988638736846
37.63592504599336,-74.496444544992
37.619770336094945,-74.3630427240789
37.60351059824047,-74.22968116483511
37.58714586006993,-74.09636010701078
37.57067614942928,-73.96307978989657
37.554101494371054,-73.82984045232212
37.53742192315461,-73.69664233265355
37.5206374642467,-73.56348566879129
38.12483742407146,-77.96124977719246
38.111415279065426,-77.82675560169002
38.097887397544895,-77.6922954014065
38.08425380186755,-77.55786942789122
38.07051451458527,-77.42347793229625
38.05666955844445,-77.28912116537397
38.042718956386445,-77.15479937747403
38.02866273154804,-77.02051281854153
38.014500907261784,-76.88626173811352
38.00023350705645,-76.75204638531699
37.985860554657485,-76.61786700886633
37.97138207398731,-76.48372385706057
37.95679808916582,-76.34961717778137
37.942108624510944,-76.21554721848952
37.927313704538754,-76.08151422622342
37.91241335396422,-75.94751844759607
37.89740759770147,-75.81356012879277
37.88229646086423,-75.67963951556862
37.86707996876633,-75.54575685324598
37.85175814692207,-75.41191238671216
37.83633102104676,-75.27810636041708
37.82079861705699,-75.14433901837057
37.80516096107135,-75.01061060413988
37.78941807941057,-74.87692136084796
37.773569998598255,-74.74327153117041
37.75761674536106,-74.60966135733338
37.74155834662947,-74.47609108111115
37.72539482953792,-74.34256094382366
37.70912622142551,-74.20907118633464
37.69275254983637,-74.07562204904865
37.676273842520075,-73.94221377190958
37.65969012743223,-73.80884659439722
37.643001432734856,-73.67552075552635
37.626207786796876,-73.54223649384325
38.23062782016882,-77.94423808224116
38.217198510629785,-77.80961250395791
38.203663404084274,-77.67502100164614
38.190022522807645,-77.54046382756657
38.17627588926886,-77.40594123358058
38.16242352613087,-77.27145347114818
38.14846545625106,-77.13700079132458
38.13440170268164,-77.00258344475813
38.12023228867009,-76.86820168168767
38.10595723765951,-76.73385575193957
38.091576573289025,-76.59954590492595
38.07709031939442,-76.46527238964137
38.06249850000831,-76.33103545466068
38.047801139360615,-76.19683534813626
38.03299826187916,-76.06267231779587
38.01808989218991,-75.92854661093989
38.00307605511754,-75.7944584744388
37.987956775685774,-75.66040815473075
37.9727320791179,-75.52639589781934
37.95740199083711,-75.39242194927081
37.94196653646718,-75.25848655421167
37.92642574183257,-75.1245899573264
37.91077963295914,-74.99073240285517
37.89502823607455,-74.85691413459108
37.879171577608645,-74.72313539587793
37.863209684193954,-74.5893964296079
37.8471425826661,-74.45569747821915
37.83097030006445,-74.32203878369359
37.81469286363224,-74.18842058755396
37.79831030081737,-74.05484313086264
37.781822639272704,-73.92130665421791
37.765229906856526,-73.7878113977531
37.74853213163312,-73.65435760113303
37.73172934187318,-73.5209455035525
38.33636776939905,-77.92719256391018
38.32293133029849,-77.79243533018837
38.30938903396401,-77.65771227358721
38.29574090258835,-77.52302364708119
38.281986958557326,-77.38836970324421
38.268127224450076,-77.25375069424582
38.25416172303967,-77.11916687184967
38.240090477293464,-76.98461848741007
38.225913510373445,-76.85010579187012
38.21163084563674,-76.7156290357583
38.197242506636,-76.58118846918661
38.18274851711984,-76.44678434184793
38.1681489010332,-76.31241690301277
38.153443682517896,-76.17808640152774
38.138632885912926,-76.04379308581234
38.12371653575508,-75.90953720385686
38.10869465677909,-75.77531900321924
38.09356727391843,-75.64113873102352
38.07833441230543,-75.50699663395667
38.062996097271935,-75.37289295826629
38.047552354349634,-75.23882794975817
38.032003209270634,-75.10480185379394
38.01634868796773,-74.9708149152885
38.00058881657504,-74.83686737870786
37.98472362142833,-74.7029594880665
37.9687531290656,-74.56909148692499
37.95267736622737,-74.43526361838774
37.93649635985734,-74.30147612510052
37.92021013710269,-74.16772924924808
37.90381872531467,-74.03402323255216
37.887322152048995,-73.90035831626868
37.8707204450663,-73.76673474118579
37.854013632332716,-73.63315274762138
38.44205688296642,-77.91011312176589
38.42861334932301,-77.77522397923184
38.41506389848323,-77.64036911536596
38.40140855255692,-77.50554878385968
38.387647333846374,-77.37076323800117
38.37378026484661,-77.23601273067314
38.35980736824615,-77.10129751434954
38.34572866692706,-76.96661784109354
38.331544183965576,-76.83197396255493
38.317253942632505,-76.69736612996697
38.30285796639361,-76.56279459414424
38.288356278910086,-76.42825960547995
38.273748904038904,-76.29376141394351
38.259035865833305,-76.1593002690779
38.244217188543274,-76.02487641999697
38.22929289661591,-75.89049011538326
38.214263014695845,-75.75614160348512
38.19912756762576,-75.62183113211435
38.18388658044684,-75.48755894864394
38.16854007839909,-75.35332530000552
38.153088086921905,-75.2191304326863
38.13753063165452,-75.08497459272765
38.12186773843638,-74.95085802572173
38.10609943330772,-74.81678097680984
38.09022574250985,-74.6827436906793
38.07424669248583,-74.54874641156151
38.058162309880714,-74.41478938322945
38.04197262154223,-74.28087284899523
38.02567765452106,-74.14699705170801
38.00927743607142,-74.01316223375129
37.99277199365148,-73.8793686370405
37.97616135492391,-73.74561650302127
37.959445547756296,-73.61190607266677
38.54769477254069,-77.89299965497887
38.53424417941973,-77.75797834954035
38.52068760940546,-77.62299142471804
38.5070250845244,-77.48803913492262
38.493256626994956,-77.35312173415977
38.479382259227826,-77.21823947602732
38.465402003826526,-77.08339261371277
38.45131588358754,-76.94858139999043
38.43712392150111,-76.81380608721945
38.422826140751354,-76.67906692734017
38.408422564716815,-76.54436417187257
38.39391321697091,-76.40969807191306
38.37929812128229,-76.27506887813219
38.36457730161535,-76.14047684077154
38.34975078213067,-76.00592220964222
38.33481858718533,-75.87140523412144
38.31978074133348,-75.73692616315022
38.304637269326776,-75.60248524523115
38.28938819611474,-75.46808272842543
38.27403354684527,-75.33371886035087
38.25857334686513,-75.19939388817923
38.24300762172027,-75.0651080586334
38.22733639715654,-74.93086161798563
38.21155969911973,-74.79665481205441
38.195677553756525,-74.66248788620291
38.179689987414555,-74.52836108533546
38.16359702664312,-74.39427465389605
38.14739869819349,-74.26022883586559
38.13109502901958,-74.12622387475967
38.114686046278166,-73.99226001362591
38.09817177732949,-73.858337495042
38.08155224973787,-73.72445656111316
38.06482749127186,-73.59061745346978
38.653281050263054,-77.87585206232221
38.63982343277612,-77.7406983391656
38.626259778964666,-77.60557909897567
38.6125901107716,-77.47049459688516
38.59881445033123,-77.3354450876196
38.584932819969566,-77.2004308254949
38.57094524220475,-77.06545206441429
38.556851739747486,-76.93050905786635
38.54265233550154,-76.79560205892186
